港•澳•台,#genre#
年代新聞台,http://47.242.38.45:9999/twjd678-2.php?id=12
三立新聞,http://47.242.38.45:9999/twjd678-2.php?id=13
台視HD,http://47.242.38.45:9999/twjd678-2.php?id=14
大愛電視,http://47.242.38.45:9999/twjd678-2.php?id=15
國家地理HD,http://47.242.38.45:9999/twjd678-2.php?id=16
DISCOVERY,http://47.242.38.45:9999/twjd678-2.php?id=17
旅遊生活,http://47.242.38.45:9999/twjd678-2.php?id=18
動物星球,http://47.242.38.45:9999/twjd678-2.php?id=19
momo親子台,http://47.242.38.45:9999/twjd678-2.php?id=20
東森幼幼HD,http://47.242.38.45:9999/twjd678-2.php?id=21
緯來綜合HD,http://47.242.38.45:9999/twjd678-2.php?id=22
八大綜合HD,http://47.242.38.45:9999/twjd678-2.php?id=23
三立台灣HD,http://47.242.38.45:9999/twjd678-2.php?id=24
三立都會HD,http://47.242.38.45:9999/twjd678-2.php?id=25
衛視中文HD,http://47.242.38.45:9999/twjd678-2.php?id=26
中天娛樂HD,http://47.242.38.45:9999/twjd678-2.php?id=27
MUCH TV,http://47.242.38.45:9999/twjd678-2.php?id=28
年代新聞,http://47.242.38.45:9999/twjd678-2.php?id=29
東森新聞HD,http://47.242.38.45:9999/twjd678-2.php?id=30
中天新聞HD,http://47.242.38.45:9999/twjd678-2.php?id=31
三立新聞HD,http://47.242.38.45:9999/twjd678-2.php?id=32
東森財經HD,http://47.242.38.45:9999/twjd678-2.php?id=33
寰宇新聞,http://47.242.38.45:9999/twjd678-2.php?id=34
壹新聞,http://47.242.38.45:9999/twjd678-2.php?id=35
Bloomberg News,http://47.242.38.45:9999/twjd678-2.php?id=36
NHK世界HD,http://47.242.38.45:9999/twjd678-2.php?id=37
衛視電影HD,http://47.242.38.45:9999/twjd678-2.php?id=38
AXN,http://47.242.38.45:9999/twjd678-2.php?id=39
CINEMAX HD,http://47.242.38.45:9999/twjd678-2.php?id=40
STAR MOVIES GOLD,http://47.242.38.45:9999/twjd678-2.php?id=41
緯來體育HD,http://47.242.38.45:9999/twjd678-2.php?id=42
博斯運動一,http://47.242.38.45:9999/twjd678-2.php?id=43
momo 綜合台,http://47.242.38.45:9999/twjd678-2.php?id=44
Star World,http://47.242.38.45:9999/twjd678-2.php?id=45
衛視中文,http://47.242.38.45:9999/twjd678-2.php?id=46
尼克兒童頻道,http://47.242.38.45:9999/twjd678-2.php?id=47
nickjr.小尼克,http://47.242.38.45:9999/twjd678-2.php?id=48
MTV Live音樂頻道,http://47.242.38.45:9999/twjd678-2.php?id=49
達文西頻道,http://47.242.38.45:9999/twjd678-2.php?id=50
寵物頻道,http://47.242.38.45:9999/twjd678-2.php?id=51
台視HD,http://47.242.38.45:9999/twjd678-2.php?id=52
國家地理HD,http://47.242.38.45:9999/twjd678-2.php?id=53
中視HD,http://47.242.38.45:9999/twjd678-2.php?id=54
華視HD,http://47.242.38.45:9999/twjd678-2.php?id=55
民視HD,http://47.242.38.45:9999/twjd678-2.php?id=56
公視,http://47.242.38.45:9999/twjd678-2.php?id=57
人間衛視,http://47.242.38.45:9999/twjd678-2.php?id=58
大愛電視,http://47.242.38.45:9999/twjd678-2.php?id=59
好消息頻道,http://47.242.38.45:9999/twjd678-2.php?id=60
DISCOVERY,http://47.242.38.45:9999/twjd678-2.php?id=61
旅遊生活,http://47.242.38.45:9999/twjd678-2.php?id=62
動物星球,http://47.242.38.45:9999/twjd678-2.php?id=63
亞洲旅遊,http://47.242.38.45:9999/twjd678-2.php?id=64
momo親子台,http://47.242.38.45:9999/twjd678-2.php?id=65
東森幼幼HD,http://47.242.38.45:9999/twjd678-2.php?id=66
龍華卡通台,http://47.242.38.45:9999/twjd678-2.php?id=67
緯來綜合HD,http://47.242.38.45:9999/twjd678-2.php?id=68
八大第一HD,http://47.242.38.45:9999/twjd678-2.php?id=69
八大綜合HD,http://47.242.38.45:9999/twjd678-2.php?id=70
三立台灣HD,http://47.242.38.45:9999/twjd678-2.php?id=71
三立都會HD,http://47.242.38.45:9999/twjd678-2.php?id=72
衛視中文HD,http://47.242.38.45:9999/twjd678-2.php?id=73
東森綜合HD,http://47.242.38.45:9999/twjd678-2.php?id=74
超視HD,http://47.242.38.45:9999/twjd678-2.php?id=75
中天綜合HD,http://47.242.38.45:9999/twjd678-2.php?id=76
中天娛樂HD,http://47.242.38.45:9999/twjd678-2.php?id=77
東風衛視,http://47.242.38.45:9999/twjd678-2.php?id=78
MUCH TV,http://47.242.38.45:9999/twjd678-2.php?id=79
東森戲劇HD,http://47.242.38.45:9999/twjd678-2.php?id=80
八大戲劇HD,http://47.242.38.45:9999/twjd678-2.php?id=81
TVBS歡樂HD,http://47.242.38.45:9999/twjd678-2.php?id=82
緯來戲劇,http://47.242.38.45:9999/twjd678-2.php?id=83
龍華戲劇台,http://47.242.38.45:9999/twjd678-2.php?id=84
龍華日韓劇,http://47.242.38.45:9999/twjd678-2.php?id=85
龍華偶像劇,http://47.242.38.45:9999/twjd678-2.php?id=86
緯來日本HD,http://47.242.38.45:9999/twjd678-2.php?id=87
Taiwan Plus,http://47.242.38.45:9999/twjd678-2.php?id=88
年代新聞,http://47.242.38.45:9999/twjd678-2.php?id=89
東森新聞HD,http://47.242.38.45:9999/twjd678-2.php?id=90
中天新聞HD,http://47.242.38.45:9999/twjd678-2.php?id=91
民視新聞,http://47.242.38.45:9999/twjd678-2.php?id=92
三立新聞HD,http://47.242.38.45:9999/twjd678-2.php?id=93
TVBS新聞HD,http://47.242.38.45:9999/twjd678-2.php?id=94
TVBS HD,http://47.242.38.45:9999/twjd678-2.php?id=95
非凡新聞,http://47.242.38.45:9999/twjd678-2.php?id=96
非凡商業,http://47.242.38.45:9999/twjd678-2.php?id=97
東森財經HD,http://47.242.38.45:9999/twjd678-2.php?id=98
寰宇新聞,http://47.242.38.45:9999/twjd678-2.php?id=99
壹新聞,http://47.242.38.45:9999/twjd678-2.php?id=100
Bloomberg News,http://47.242.38.45:9999/twjd678-2.php?id=101
NHK世界HD,http://47.242.38.45:9999/twjd678-2.php?id=102
衛視電影HD,http://47.242.38.45:9999/twjd678-2.php?id=103
好萊塢電影HD,http://47.242.38.45:9999/twjd678-2.php?id=104
緯來電影HD,http://47.242.38.45:9999/twjd678-2.php?id=105
龍華電影台,http://47.242.38.45:9999/twjd678-2.php?id=106
HBO,http://47.242.38.45:9999/twjd678-2.php?id=107
AXN,http://47.242.38.45:9999/twjd678-2.php?id=108
CINEMAX HD,http://47.242.38.45:9999/twjd678-2.php?id=109
STAR MOVIES GOLD,http://47.242.38.45:9999/twjd678-2.php?id=110
Star World,http://47.242.38.45:9999/twjd678-2.php?id=111
緯來育樂HD,http://47.242.38.45:9999/twjd678-2.php?id=112
緯來體育HD,http://47.242.38.45:9999/twjd678-2.php?id=113
博斯運動一,http://47.242.38.45:9999/twjd678-2.php?id=114
momo 綜合台,http://47.242.38.45:9999/twjd678-2.php?id=115
ELEVEN SPORTS 1 HD,http://47.242.38.45:9999/twjd678-2.php?id=116
ELEVEN SPORTS 2 HD,http://47.242.38.45:9999/twjd678-2.php?id=117
廈門衛視,http://47.242.38.45:9999/twjd678-2.php?id=118
CCTV4-中央衛視,http://47.242.38.45:9999/twjd678-2.php?id=119
海峽衛視,http://47.242.38.45:9999/twjd678-2.php?id=120
浙江衛視,http://47.242.38.45:9999/twjd678-2.php?id=121
東方衛視,http://47.242.38.45:9999/twjd678-2.php?id=122
湖南衛視,http://47.242.38.45:9999/twjd678-2.php?id=123
鳯凰衛視資訊,http://47.242.38.45:9999/twjd678-2.php?id=124
鳯凰衛視中文,http://47.242.38.45:9999/twjd678-2.php?id=125
ANIMAX 卡通動畫頻道,http://47.242.38.45:9999/twjd678-2.php?id=126
CNBC,http://47.242.38.45:9999/twjd678-2.php?id=127
Star World,http://47.242.38.45:9999/twjd678-2.php?id=128
ELEVEN SPORTS 1 HD,http://47.242.38.45:9999/twjd678-2.php?id=129
ELEVEN SPORTS 2 HD,http://47.242.38.45:9999/twjd678-2.php?id=130
STAR MOVIES GOLD,http://47.242.38.45:9999/twjd678-2.php?id=131
國家地理,http://47.242.38.45:9999/twjd678-2.php?id=132
衛視中文,http://47.242.38.45:9999/twjd678-2.php?id=133
衛視電影,http://47.242.38.45:9999/twjd678-2.php?id=134
台視HD,http://47.242.38.45:9999/twjd678-1.php?id=1
中視HD,http://47.242.38.45:9999/twjd678-1.php?id=2
華視HD,http://47.242.38.45:9999/twjd678-1.php?id=3
民視HD,http://47.242.38.45:9999/twjd678-1.php?id=4
公視,http://47.242.38.45:9999/twjd678-1.php?id=5
人間衛視,http://47.242.38.45:9999/twjd678-1.php?id=6
大愛電視,http://47.242.38.45:9999/twjd678-1.php?id=7
好消息GOOD TV,http://47.242.38.45:9999/twjd678-1.php?id=8
國家地理HD,http://47.242.38.45:9999/twjd678-1.php?id=9
DISCOVERY,http://47.242.38.45:9999/twjd678-1.php?id=10
旅遊生活,http://47.242.38.45:9999/twjd678-1.php?id=11
動物星球,http://47.242.38.45:9999/twjd678-1.php?id=12
亞洲旅遊,http://47.242.38.45:9999/twjd678-1.php?id=13
momo親子台,http://47.242.38.45:9999/twjd678-1.php?id=14
東森幼幼HD,http://47.242.38.45:9999/twjd678-1.php?id=15
龍華卡通台,http://47.242.38.45:9999/twjd678-1.php?id=16
緯來綜合HD,http://47.242.38.45:9999/twjd678-1.php?id=17
八大第一HD,http://47.242.38.45:9999/twjd678-1.php?id=18
八大綜合HD,http://47.242.38.45:9999/twjd678-1.php?id=19
三立台灣HD,http://47.242.38.45:9999/twjd678-1.php?id=20
三立都會HD,http://47.242.38.45:9999/twjd678-1.php?id=21
衛視中文HD,http://47.242.38.45:9999/twjd678-1.php?id=22
東森綜合HD,http://47.242.38.45:9999/twjd678-1.php?id=23
超視HD,http://47.242.38.45:9999/twjd678-1.php?id=24
中天綜合HD,http://47.242.38.45:9999/twjd678-1.php?id=25
中天娛樂HD,http://47.242.38.45:9999/twjd678-1.php?id=26
東風衛視,http://47.242.38.45:9999/twjd678-1.php?id=27
MUCH TV,http://47.242.38.45:9999/twjd678-1.php?id=28
東森戲劇HD,http://47.242.38.45:9999/twjd678-1.php?id=29
八大戲劇HD,http://47.242.38.45:9999/twjd678-1.php?id=30
TVBS歡樂HD,http://47.242.38.45:9999/twjd678-1.php?id=31
緯來戲劇,http://47.242.38.45:9999/twjd678-1.php?id=32
龍華戲劇台,http://47.242.38.45:9999/twjd678-1.php?id=33
龍華日韓劇,http://47.242.38.45:9999/twjd678-1.php?id=34
龍華偶像劇,http://47.242.38.45:9999/twjd678-1.php?id=35
緯來日本HD,http://47.242.38.45:9999/twjd678-1.php?id=36
Taiwan Plus,http://47.242.38.45:9999/twjd678-1.php?id=37
年代新聞,http://47.242.38.45:9999/twjd678-1.php?id=38
東森新聞HD,http://47.242.38.45:9999/twjd678-1.php?id=39
中天新聞,http://47.242.38.45:9999/twjd678-1.php?id=40
民視新聞,http://47.242.38.45:9999/twjd678-1.php?id=41
三立新聞HD,http://47.242.38.45:9999/twjd678-1.php?id=42
TVBS新聞HD,http://47.242.38.45:9999/twjd678-1.php?id=43
TVBS HD,http://47.242.38.45:9999/twjd678-1.php?id=44
非凡新聞,http://47.242.38.45:9999/twjd678-1.php?id=45
非凡商業,http://47.242.38.45:9999/twjd678-1.php?id=46
東森財經HD,http://47.242.38.45:9999/twjd678-1.php?id=47
寰宇新聞,http://47.242.38.45:9999/twjd678-1.php?id=48
壹新聞,http://47.242.38.45:9999/twjd678-1.php?id=49
Bloomberg News,http://47.242.38.45:9999/twjd678-1.php?id=50
NHK世界HD,http://47.242.38.45:9999/twjd678-1.php?id=51
衛視電影HD,http://47.242.38.45:9999/twjd678-1.php?id=52
好萊塢電影HD,http://47.242.38.45:9999/twjd678-1.php?id=53
緯來電影HD,http://47.242.38.45:9999/twjd678-1.php?id=54
龍華電影台,http://47.242.38.45:9999/twjd678-1.php?id=55
HBO,http://47.242.38.45:9999/twjd678-1.php?id=56
AXN,http://47.242.38.45:9999/twjd678-1.php?id=57
CINEMAX HD,http://47.242.38.45:9999/twjd678-1.php?id=58
STAR MOVIES GOLD,http://47.242.38.45:9999/twjd678-1.php?id=59
Star World,http://47.242.38.45:9999/twjd678-1.php?id=60
緯來育樂HD,http://47.242.38.45:9999/twjd678-1.php?id=61
緯來體育HD,http://47.242.38.45:9999/twjd678-1.php?id=62
博斯運動一,http://47.242.38.45:9999/twjd678-1.php?id=63
momo 綜合台,http://47.242.38.45:9999/twjd678-1.php?id=64
ELEVEN SPORTS 1 HD,http://47.242.38.45:9999/twjd678-1.php?id=65
ELEVEN SPORTS 2 HD,http://47.242.38.45:9999/twjd678-1.php?id=66
鳯凰衛視資訊,http://47.242.38.45:9999/twjd678-1.php?id=67
鳯凰衛視中文,http://47.242.38.45:9999/twjd678-1.php?id=68
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰资讯,http://yuniptvunql.chinayungu.cn:65530/live/fhzx/index.m3u8
凤凰资讯,http://iptv.weai.love/live/88888888/fhzx.m3u8
凤凰资讯,http://cietv.com/fhzx.m3u8
凤凰资讯,http://iptv.weai.love/10010/88888888/gxgg.play?tvid=fhzx
凤凰资讯,https://17186.eu.org/php/phtv/fhzx.flv
凤凰资讯,https://17186.eu.org/php/phtv/fhzxhd.flv
凤凰资讯,http://162.19.247.76:22222/live/fenghuangzhixun/index.m3u8
凤凰资讯,http://61.221.81.93:8078/hls/20/80/phoenixif.m3u8
凤凰香港,http://113.117.74.12:8081/hls/38/index.m3u8
凤凰中文,http://113.117.74.28:8081/hls/37/index.m3u8
凤凰中文,https://pull-l3-cny.douyincdn.com/live/YesLiveTV-2217df8a-46d8-4fa8-b040-5abdd96d91ce.m3u8?by=yeslivetv_com
凤凰中文,http://61.221.81.93:8078/hls/21/80/phoenixch.m3u8
凤凰中文,http://107.151.203.111:2209/135/hk.php?id=fhzw
凤凰中文,http://yuniptvunql.chinayungu.cn:65530/live/fhzw/index.m3u8
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰中文,http://yuniptvunql.chinayungu.cn:65530/live/fhzw/index.m3u8
凤凰中文,http://iptv.weai.love/live/88888888/fhzw.m3u8
凤凰中文,http://cietv.com/fhzw.m3u8
凤凰中文,http://iptv.weai.love/10010/88888888/gxgg.play?tvid=fhzw
凤凰中文,https://17186.eu.org/php/phtv/fhzw.flv
凤凰中文,https://17186.eu.org/php/phtv/fhzwhd.flv
凤凰中文,http://162.19.247.76:22222/live/fenghuangweishi/index.m3u8
凤凰中文,http://61.221.81.93:8078/hls/21/80/phoenixch.m3u8
翡翠台,http://r.jdshipin.com/GeWKr?id=fct406
翡翠台,http://r.jdshipin.com/GeWKr?id=fct720
翡翠台,http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8
翡翠台,https://pi.0472.org/tv/fct.php?auth=231110
翡翠台,http://r.jdshipin.com/62WM7
翡翠台,http://lu1.cc/a/play/php/gudou.php?id=fct
翡翠台,http://sc2022.stream-link.org/tv2306.php?id=h01
翡翠台,http://xjayrf.eatuo.com:9901/tsfile/live/1004_1.m3u8
翡翠台,http://haoren.csjy.cfd/dl/haoren.php?id=6
翡翠台,http://113.117.74.10:8081/hls/67/index.m3u8
翡翠台,http://183.62.244.43:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
翡翠台,http://nas.jdshipin.com:8801/gudoufc.php
翡翠台,http://113.117.74.26:8081/hls/67/index.m3u8
翡翠台,http://sc2022.stream-link.org/tv2306.php?id=h02
翡翠台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941619&extension=ts&play_token=p2yEuU1aFS
翡翠台,https://pull-l3-cny.douyincdn.com/live/YesLiveTV-43889b82-39d5-4f1a-a4e6-6bbb20f3c94b.m3u8
翡翠台,http://159.75.85.63:8765/telegram@feiyangdigital-feicui.m3u8
翡翠台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153395&extension=ts&play_token=ICdnbP1fWe
翡翠台,http://107.151.203.111:2209/135/hk.php?id=tvbfct
翡翠台,http://r.jdshipin.com/thuYX
翡翠台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153398&extension=ts&play_token=ICdnbP1fWe
翡翠台,https://live.astradamy.com/tvbfc/index.m3u8
翡翠台,http://radius.8866.org:800/hls/80/index.m3u8
翡翠台,http://shazui.8866.org:800/hls/80/index.m3u8
翡翠台,http://185.243.7.13/play/live.php?mac=00:1A:79:BF:D2:44&extension=ts&play_token=1pLS8RVt8V&stream=941619
翡翠台,http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8
翡翠台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571187&extension=ts&play_token=HnxccIWiNo
凤凰卫视中文台,http://60.250.216.209:8570/http/61.67.128.130:8078/hls/21/80/phoenixch.m3u8
凤凰卫视资讯台,http://60.250.216.209:8577/http/61.67.128.130:8078/hls/20/80/phoenixif.m3u8
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://r.jdshipin.com/n90gt
翡翠台,http://r.jdshipin.com/qrfbg
香港J2频道,http://r.jdshipin.com/Nr5jq
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
